Id,SalePrice
1461,105030.74313769903
1462,147112.32146997732
1463,175539.3219193669
1464,187910.604868279
1465,205100.30483843753
1466,169545.41720131162
1467,177803.84828770178
1468,157856.10280726833
1469,205529.9393652585
1470,120643.68137680012
1471,165489.31369053136
1472,100970.24558200047
1473,89608.9552098994
1474,145031.74454199598
1475,103331.65896548814
1476,360875.69058111915
1477,254089.29102918954
1478,314161.06896670087
1479,316888.21341205266
1480,452148.80232871574
1481,312489.69614130975
1482,220895.70859301073
1483,170463.82659666688
1484,168746.24914863316
1485,200410.38783045026
1486,193645.64851228328
1487,335073.82905643986
1488,234000.25691081636
1489,194973.034566467
1490,248349.33316826652
1491,200839.78087252594
1492,95178.91436939134
1493,216121.647238113
1494,303512.80814781814
1495,282246.30330500676
1496,248305.3922811114
1497,170267.8203615831
1498,173006.37637559866
1499,164693.80437224376
1500,155250.55125027156
1501,191655.84351801727
1502,141535.56667789846
1503,289814.6665205994
1504,242129.1061629111
1505,222280.02967966144
1506,192526.86134761426
1507,243117.25813454884
1508,194058.6928458723
1509,158096.2644660676
1510,144448.65151547542
1511,151552.9468058829
1512,170670.48475403112
1513,161859.2591123017
1514,151184.64278549323
1515,198922.97051066504
1516,156937.53117242135
1517,168437.40534885327
1518,118487.05505917204
1519,213501.3657069301
1520,120878.5710921642
1521,120338.33395389497
1522,189589.66969141056
1523,103506.28074627294
1524,123718.65882959595
1525,109039.9331008278
1526,100239.72690302739
1527,103112.22517392103
1528,131638.92013496772
1529,152295.38900475792
1530,219720.22410563618
1531,139452.67417870398
1532,107538.2200584106
1533,153421.43817199062
1534,125244.49688408134
1535,137917.1142581391
1536,93152.80260270211
1537,37154.496503916336
1538,159106.74674171826
1539,213189.8945029452
1540,122332.76561887225
1541,137822.33579194726
1542,138045.18862827314
1543,183282.71971682116
1544,89985.63945663866
1545,126341.8796152242
1546,147032.84002225293
1547,132163.89015875693
1548,153132.7736507436
1549,131303.35263904644
1550,149419.06990259996
1551,110641.91003652877
1552,162698.75577612832
1553,155537.45854093932
1554,119170.37371725909
1555,143381.41069810657
1556,76744.55037143512
1557,107264.56084027397
1558,103826.51849013759
1559,76555.14240855479
1560,127720.23147394485
1561,131029.15222257265
1562,131332.74836385745
1563,128234.38104004198
1564,150634.77807633852
1565,151212.24916751572
1566,242368.23927525833
1567,70573.60060108069
1568,232656.19777865865
1569,115104.56284387311
1570,140208.9583711769
1571,83791.99428682291
1572,136621.59270213387
1573,245279.65377952205
1574,131523.62212193158
1575,241538.37672877504
1576,240276.89941815432
1577,186998.92220026796
1578,156428.19093216577
1579,136357.81821664987
1580,194963.16718460113
1581,159934.12068416626
1582,141112.0951008348
1583,265782.07843463816
1584,221939.94435677206
1585,137807.26784204337
1586,58134.59818008926
1587,115786.58661140082
1588,161865.35325310408
1589,97340.39388571877
1590,123461.04513515899
1591,86422.57968192693
1592,122445.37170487741
1593,146003.81067087193
1594,151994.8868396476
1595,113073.86873560766
1596,221242.6316442064
1597,204775.70439913456
1598,216431.01441330725
1599,197376.9260282077
1600,181743.267773656
1601,50346.80965343898
1602,126569.06052216107
1603,79098.59937746765
1604,275766.52805543685
1605,235123.18281594134
1606,152498.2189499683
1607,167954.42939167283
1608,214785.8298493055
1609,187941.89495512593
1610,150427.5652520827
1611,136476.8762536706
1612,181828.4928430104
1613,161294.57214645232
1614,147354.09313253296
1615,95557.5614229808
1616,67673.66888368654
1617,82014.29518661794
1618,128477.14650895615
1619,151768.2575780389
1620,170632.22412467253
1621,124345.45991032565
1622,154358.64237774775
1623,259265.33001095586
1624,198366.42827173293
1625,115640.83704442199
1626,170781.05841766048
1627,181962.24931743107
1628,280561.4636443541
1629,186068.8292064104
1630,333901.0156364751
1631,238453.89999242284
1632,236481.0073965736
1633,195626.50683491788
1634,188256.26663746237
1635,175509.99637367186
1636,148421.3240073247
1637,189075.13876067597
1638,178949.52804970148
1639,184445.17568917555
1640,241224.44595359493
1641,181162.72859949752
1642,264436.95945495804
1643,214457.31188827794
1644,236669.08840034698
1645,199986.29461340728
1646,163875.05572009628
1647,162880.1200053866
1648,131098.46280074382
1649,132854.43161871267
1650,115531.47741660231
1651,117428.13557910157
1652,102881.8336860899
1653,100869.5041430713
1654,147030.15984292392
1655,130643.26483574492
1656,142153.30810473702
1657,156443.7564990953
1658,153545.5079922765
1659,124897.95208097325
1660,148902.0656568788
1661,400123.9791718777
1662,377165.2492989104
1663,370332.36876966065
1664,439431.22977591504
1665,327670.03988488385
1666,319780.01277856325
1667,357704.9969891142
1668,361205.11648626585
1669,328222.9197690358
1670,356231.4894082354
1671,258057.01139005745
1672,389482.5251787226
1673,292016.875186181
1674,247627.38984046265
1675,202251.680958525
1676,207054.3763975014
1677,212574.7760685805
1678,445762.9855634542
1679,376720.2094161972
1680,333605.1230724158
1681,285410.4098383617
1682,318168.3173671129
1683,195817.33745548717
1684,175491.32881895948
1685,177651.49764621136
1686,170758.59180798818
1687,176384.0979976934
1688,184940.94076531538
1689,196910.59898845706
1690,197768.63993994292
1691,191064.6640961939
1692,268033.5929631311
1693,186027.51300984115
1694,186997.88006611116
1695,178648.19174851588
1696,258941.7449791956
1697,186644.7440623602
1698,329444.2258485477
1699,327104.43774948764
1700,269977.4803346764
1701,281857.3973093462
1702,222681.87823854055
1703,223877.66815356765
1704,262455.34243777575
1705,260514.97542468534
1706,349709.93764736457
1707,226697.1389022699
1708,203658.2142904555
1709,244838.1930148247
1710,223499.54003195808
1711,278463.71460909507
1712,250527.3556736514
1713,274010.5788349199
1714,217741.40284290357
1715,213053.84231856657
1716,179567.4099931976
1717,187662.8278504231
1718,144191.5436604531
1719,224610.4007495689
1720,242079.05990802724
1721,159736.3122481844
1722,120122.66239009419
1723,153782.42283236183
1724,214308.98373160156
1725,245954.7032500626
1726,188429.3922431849
1727,154640.88542779494
1728,171515.2253610008
1729,173212.85780363163
1730,162502.35994294955
1731,123246.42748163949
1732,126423.77665816125
1733,110970.44759203034
1734,123909.48980849324
1735,116810.33345096122
1736,94618.32398107747
1737,288430.30301139114
1738,264353.1059562446
1739,258418.52684113284
1740,202455.70565504866
1741,180288.69038885756
1742,177975.49164549744
1743,176515.54859175772
1744,340214.6276076453
1745,222177.03478810628
1746,210151.8010345709
1747,212165.30973503663
1748,218657.6581199207
1749,133090.26339119446
1750,123392.69177677191
1751,237810.92338622123
1752,112913.4230212961
1753,154627.19816416135
1754,195107.58640892408
1755,163152.80654981598
1756,148766.83594983636
1757,120650.27906929277
1758,153553.65547477518
1759,163387.4587030055
1760,164587.39419625065
1761,139952.16231661406
1762,196482.9632721502
1763,188007.84984801774
1764,117454.38748431491
1765,177751.54124423425
1766,187284.04359381244
1767,212978.04541953682
1768,140664.70256789535
1769,169584.91361943627
1770,162683.5251875412
1771,121335.9182369854
1772,129634.06616212596
1773,115648.98521366768
1774,144968.14993534033
1775,150250.81288533827
1776,144621.43345198053
1777,112964.49927245529
1778,150855.46225128142
1779,133996.7708480162
1780,170022.3517950207
1781,129737.40229005151
1782,72879.85853335739
1783,143001.00004140317
1784,96874.49314540863
1785,138459.59133609716
1786,135301.99655061384
1787,165995.46509354928
1788,38179.05432363495
1789,106212.87223286385
1790,67858.71913289407
1791,203365.3199406907
1792,160486.62536848307
1793,132020.1947355172
1794,173174.64261738706
1795,129667.17727657949
1796,148171.43516538542
1797,119095.5232524348
1798,125705.4896417617
1799,105953.76448357623
1800,125673.04625215655
1801,117864.33804831648
1802,124014.23572754924
1803,159629.27381366811
1804,118769.39171341487
1805,136716.40447833046
1806,123312.13657828845
1807,160643.4654941896
1808,125279.11206207151
1809,132610.32427476958
1810,145976.0753642668
1811,86407.25098680082
1812,107557.42716193985
1813,136936.98474756995
1814,104814.49456649821
1815,37448.44839918788
1816,95711.98200680054
